"Port-level Imports"
"Current date: 04/04/2017 3:20 PM (Eastern Daylight Time)"
"Port","Commodity","Country","Time","Customs Containerized Vessel Value (Gen) ($US)","Containerized Vessel SWT (Gen) (kg)",
"Erie, PA (Port)","Total All Commodities","Asia - Other","2004","62,179","10,856"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2005","222,322","27,212"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2008","417,798","23,222"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2009","287,628","31,438"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2010","1,893,787","235,153"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2011","211,793","28,251"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2012","44,755","3,296"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2013","69,613","28,340"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2014","125,516","28,526"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2015","288,789","52,164"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2016","12,822,486","1,517,636"
"Erie, PA (Port)","Total All Commodities","Asia - Other","2017 through February","47,739","13,973"
"Erie, PA (Port)","Total All Commodities","Europe","2003","121,204","70,602"
"Erie, PA (Port)","Total All Commodities","Europe","2004","16,818","520"
"Erie, PA (Port)","Total All Commodities","Europe","2005","452,521","36,079"
"Erie, PA (Port)","Total All Commodities","Europe","2006","645,528","218,840"
"Erie, PA (Port)","Total All Commodities","Europe","2007","6,920,670","853,253"
"Erie, PA (Port)","Total All Commodities","Europe","2008","1,249,102","72,344"
"Erie, PA (Port)","Total All Commodities","Europe","2009","1,301,351","45,050"
"Erie, PA (Port)","Total All Commodities","Europe","2010","1,342,004","60,405"
"Erie, PA (Port)","Total All Commodities","Europe","2011","1,466,756","47,638"
"Erie, PA (Port)","Total All Commodities","Europe","2012","285,133","23,263"
"Erie, PA (Port)","Total All Commodities","Europe","2013","425,519","94,369"
"Erie, PA (Port)","Total All Commodities","Europe","2014","8,465,221","1,070,346"
"Erie, PA (Port)","Total All Commodities","Europe","2015","423,493","47,014"
"Erie, PA (Port)","Total All Commodities","Europe","2016","1,539,841","218,181"
"Huron, OH (Port)","Total All Commodities","World Total","2004","45,555","13,012"
"Huron, OH (Port)","Total All Commodities","World Total","2007","38,624","12,592"
"Huron, OH (Port)","Total All Commodities","World Total","2008","295,670","9,402"
"Huron, OH (Port)","Total All Commodities","World Total","2009","813,743","14,714"
"Huron, OH (Port)","Total All Commodities","World Total","2010","5,626","102"
"Huron, OH (Port)","Total All Commodities","World Total","2011","6,948","72"
"Huron, OH (Port)","Total All Commodities","World Total","2013","34,274","6,907"
"Huron, OH (Port)","Total All Commodities","World Total","2014","35,879","19,600"
"Huron, OH (Port)","Total All Commodities","World Total","2015","219,887","7,702"
"Huron, OH (Port)","Total All Commodities","World Total","2016","506,817","54,463"
"Huron, OH (Port)","Total All Commodities","World Total","2017 through February","5,250","844"
"Huron, OH (Port)","Total All Commodities","Asia","2004","45,555","13,012"
"Huron, OH (Port)","Total All Commodities","Asia","2007","38,624","12,592"
"Huron, OH (Port)","Total All Commodities","Asia","2008","478","2"
"Huron, OH (Port)","Total All Commodities","Asia","2009","27,325","184"
"Huron, OH (Port)","Total All Commodities","Asia","2010","779","58"
"Huron, OH (Port)","Total All Commodities","Asia","2011","6,378","68"
"Huron, OH (Port)","Total All Commodities","Asia","2015","219,887","7,702"
"Huron, OH (Port)","Total All Commodities","Asia","2016","506,817","54,463"
"Huron, OH (Port)","Total All Commodities","Asia","2017 through February","5,250","844"
"Huron, OH (Port)","Total All Commodities","Asia - South","2004","45,555","13,012"
"Huron, OH (Port)","Total All Commodities","Asia - South","2009","25,287","172"
"Huron, OH (Port)","Total All Commodities","Asia - South","2017 through February","5,250","844"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2007","38,624","12,592"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2008","478","2"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2009","2,038","12"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2010","779","58"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2011","6,378","68"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2015","219,887","7,702"
"Huron, OH (Port)","Total All Commodities","Asia - Other","2016","506,817","54,463"
"Huron, OH (Port)","Total All Commodities","Europe","2008","295,192","9,400"
"Huron, OH (Port)","Total All Commodities","Europe","2009","786,418","14,530"
"Huron, OH (Port)","Total All Commodities","Europe","2010","4,847","44"
"Huron, OH (Port)","Total All Commodities","Europe","2011","570","4"
"Huron, OH (Port)","Total All Commodities","Europe","2013","34,274","6,907"
"Huron, OH (Port)","Total All Commodities","Europe","2014","35,879","19,600"
"Lorain, OH (Port)","Total All Commodities","World Total","2015","456,416","100,675"
"Lorain, OH (Port)","Total All Commodities","Asia","2015","361,847","19,972"
"Lorain, OH (Port)","Total All Commodities","Asia - Other","2015","361,847","19,972"
"Lorain, OH (Port)","Total All Commodities","Europe","2015","94,569","80,703"
"Louisville, KY (Port)","Total All Commodities","World Total","2003","394,297","93,190"
"Louisville, KY (Port)","Total All Commodities","World Total","2004","463,888","117,423"
"Louisville, KY (Port)","Total All Commodities","World Total","2005","1,823,765","314,501"
"Louisville, KY (Port)","Total All Commodities","World Total","2006","2,691,634","433,771"
"Louisville, KY (Port)","Total All Commodities","World Total","2007","1,524,877","425,809"
"Louisville, KY (Port)","Total All Commodities","World Total","2008","1,406,090","365,770"
"Louisville, KY (Port)","Total All Commodities","World Total","2009","2,718,597","505,964"
"Louisville, KY (Port)","Total All Commodities","World Total","2010","2,029,810","316,240"
"Louisville, KY (Port)","Total All Commodities","World Total","2011","3,632,275","424,593"
"Louisville, KY (Port)","Total All Commodities","World Total","2012","2,436,465","515,884"
"Louisville, KY (Port)","Total All Commodities","World Total","2013","7,365,746","1,276,091"
"Louisville, KY (Port)","Total All Commodities","World Total","2014","3,080,303","1,025,737"
"Louisville, KY (Port)","Total All Commodities","World Total","2015","3,662,713","1,072,917"
"Louisville, KY (Port)","Total All Commodities","World Total","2016","4,335,392","990,592"
"Louisville, KY (Port)","Total All Commodities","World Total","2017 through February","546,840","53,750"
"Louisville, KY (Port)","Total All Commodities","Asia","2003","300,174","21,957"
"Louisville, KY (Port)","Total All Commodities","Asia","2004","125,658","18,260"
"Louisville, KY (Port)","Total All Commodities","Asia","2005","1,500,330","214,979"
"Louisville, KY (Port)","Total All Commodities","Asia","2006","306,015","123,565"
"Louisville, KY (Port)","Total All Commodities","Asia","2007","284,175","263,009"
"Louisville, KY (Port)","Total All Commodities","Asia","2008","1,127,135","239,326"
"Louisville, KY (Port)","Total All Commodities","Asia","2009","1,259,740","275,267"
"Louisville, KY (Port)","Total All Commodities","Asia","2010","864,937","219,285"
"Louisville, KY (Port)","Total All Commodities","Asia","2011","1,951,884","127,162"
"Louisville, KY (Port)","Total All Commodities","Asia","2012","1,464,879","65,881"
"Louisville, KY (Port)","Total All Commodities","Asia","2013","4,372,975","959,999"
"Louisville, KY (Port)","Total All Commodities","Asia","2014","2,015,176","608,842"
"Louisville, KY (Port)","Total All Commodities","Asia","2015","2,396,685","688,609"
"Louisville, KY (Port)","Total All Commodities","Asia","2016","2,387,892","512,315"
"Louisville, KY (Port)","Total All Commodities","Asia","2017 through February","275,696","32,872"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2004","68,512","7,106"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2007","27,839","16,658"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2008","145,324","8,338"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2009","224,478","65,370"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2010","28,597","2,042"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2011","361,822","44,809"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2013","834,970","36,124"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2014","310,464","137,986"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2015","67,315","18,434"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2016","147,601","36,122"
"Louisville, KY (Port)","Total All Commodities","Asia - South","2017 through February","150,186","13,884"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2003","300,174","21,957"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2004","57,146","11,154"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2005","1,500,330","214,979"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2006","306,015","123,565"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2007","256,336","246,351"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2008","981,811","230,988"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2009","1,035,262","209,897"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2010","836,340","217,243"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2011","1,590,062","82,353"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2012","1,464,879","65,881"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2013","3,538,005","923,875"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2014","1,704,712","470,856"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2015","2,329,370","670,175"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2016","2,240,291","476,193"
"Louisville, KY (Port)","Total All Commodities","Asia - Other","2017 through February","125,510","18,988"
"Louisville, KY (Port)","Total All Commodities","Europe","2003","85,135","64,185"
"Louisville, KY (Port)","Total All Commodities","Europe","2004","301,383","88,634"
"Louisville, KY (Port)","Total All Commodities","Europe","2005","323,435","99,522"
"Louisville, KY (Port)","Total All Commodities","Europe","2006","2,377,636","310,155"
"Louisville, KY (Port)","Total All Commodities","Europe","2007","1,204,457","154,216"
"Louisville, KY (Port)","Total All Commodities","Europe","2008","159,625","99,768"
"Louisville, KY (Port)","Total All Commodities","Europe","2009","831,091","160,798"
"Louisville, KY (Port)","Total All Commodities","Europe","2010","1,080,183","82,915"
"Louisville, KY (Port)","Total All Commodities","Europe","2011","1,290,210","210,876"
"Louisville, KY (Port)","Total All Commodities","Europe","2012","595,646","95,551"
"Louisville, KY (Port)","Total All Commodities","Europe","2013","2,753,234","309,943"
"Louisville, KY (Port)","Total All Commodities","Europe","2014","761,678","371,919"
"Louisville, KY (Port)","Total All Commodities","Europe","2015","1,132,031","364,767"
"Louisville, KY (Port)","Total All Commodities","Europe","2016","1,449,893","310,984"
"Louisville, KY (Port)","Total All Commodities","Europe","2017 through February","271,144","20,878"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2003","11,706,315","129,477,664"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2004","33,887,235","19,885,002"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2005","14,092,454","46,932,241"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2006","11,726,765","41,132,666"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2007","11,184,504","153,648,118"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2008","15,895,485","170,017,344"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2009","23,520,694","259,600,601"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2010","20,773,936","140,343,229"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2011","38,945,378","146,121,382"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2012","14,142,838","78,486,679"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2013","23,967,898","46,755,608"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2014","4,382,935","6,419,675"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2015","5,078,509","2,258,346"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2016","32,629,585","17,788,105"
"Toledo-Sandusky, OH (Port)","Total All Commodities","World Total","2017 through February","8,125","1,125"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2003","1,032,365","7,203,342"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2004","4,373,514","12,349,561"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2005","3,842,256","622,767"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2006","11,230","1,806"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2007","359,135","66,775"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2008","67,459","10,792"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2009","390,090","95,836"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2010","816,950","55,630"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2011","2,499,877","598,184"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2012","948,499","47,811"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2013","705,090","144,769"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2014","969,812","166,489"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2015","1,499,761","414,598"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2016","2,054,404","383,956"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia","2017 through February","8,125","1,125"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2008","10,673","86"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2009","68,589","20,902"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2010","74,886","660"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2011","272,558","14,159"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2012","164,372","32,985"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2013","79,976","29,012"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2014","107,193","9,076"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2015","29,194","2,540"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - South","2017 through February","6,125","985"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2003","1,032,365","7,203,342"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2004","4,373,514","12,349,561"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2005","3,842,256","622,767"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2006","11,230","1,806"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2007","359,135","66,775"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2008","56,786","10,706"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2009","321,501","74,934"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2010","742,064","54,970"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2011","2,227,319","584,025"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2012","784,127","14,826"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2013","625,114","115,757"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2014","862,619","157,413"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2015","1,470,567","412,058"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2016","2,054,404","383,956"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Asia - Other","2017 through February","2,000","140"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2003","4,976,191","35,672,114"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2004","29,513,721","7,535,441"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2005","8,721,230","18,028,302"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2006","9,036,500","16,466,850"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2007","59,965","7,906"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2008","4,680,056","11,692,404"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2009","2,804,362","76,672"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2010","3,410,770","132,986"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2011","7,198,064","404,053"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2012","1,363,719","70,868"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2013","10,839,811","15,151,117"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2014","1,181,342","79,746"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2015","1,321,294","377,087"
"Toledo-Sandusky, OH (Port)","Total All Commodities","Europe","2016","651,924","88,270"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2003","1,598,930,674","638,746,237"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2004","1,800,721,291","647,061,616"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2005","1,794,234,035","1,304,635,502"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2006","3,008,534,636","1,695,845,222"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2007","3,771,193,914","1,514,678,392"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2008","3,916,973,260","1,169,155,525"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2009","2,894,712,141","934,259,085"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2010","2,201,193,416","955,456,203"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2011","2,163,431,067","947,338,281"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2012","2,355,701,448","956,797,823"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2013","2,205,875,720","1,173,683,779"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2014","2,073,699,607","1,036,565,271"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2015","363,022,424","211,011,326"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2016","104,407,971","150,460,669"
"Columbia-Snake, OR (District)","Total All Commodities","World Total","2017 through February","22,111,683","42,779,612"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2003","1,278,652,911","351,128,687"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2004","1,585,038,650","458,439,623"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2005","1,522,435,018","1,136,359,978"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2006","2,685,880,308","1,510,485,997"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2007","3,283,505,423","1,312,528,132"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2008","3,578,112,903","1,003,570,392"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2009","2,263,921,956","727,935,310"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2010","1,951,314,890","721,670,549"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2011","1,883,900,807","800,998,436"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2012","2,072,087,610","853,555,429"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2013","1,943,278,143","1,029,941,980"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2014","1,741,961,512","891,930,921"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2015","242,527,562","136,494,625"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2016","61,220,053","50,419,518"
"Columbia-Snake, OR (District)","Total All Commodities","Asia","2017 through February","6,453,671","903,199"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2003","1,870,808","648,603"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2004","2,467,674","937,262"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2005","2,265,121","831,262"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2006","7,666,364","3,637,017"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2007","15,684,351","6,847,661"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2008","5,709,483","9,858,960"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2009","3,807,994","1,651,803"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2010","2,652,906","957,618"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2011","3,976,860","988,061"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2012","1,581,477","680,590"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2013","1,283,479","667,365"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2014","1,587,876","976,711"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2015","353,432","481,933"
"Columbia-Snake, OR (District)","Total All Commodities","Asia Near East","2016","295,720","32,057"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2003","43,155,016","8,826,865"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2004","44,931,148","7,724,470"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2005","32,823,632","7,061,174"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2006","47,690,294","13,930,629"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2007","57,140,273","26,717,076"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2008","78,241,682","28,142,679"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2009","76,648,852","24,899,970"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2010","53,144,713","20,723,055"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2011","45,982,797","20,613,900"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2012","45,881,330","19,924,077"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2013","66,320,636","28,509,345"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2014","85,805,326","26,975,387"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2015","11,193,265","3,680,018"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2016","1,260,156","221,275"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - South","2017 through February","538,180","28,093"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2003","1,233,627,087","341,653,219"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2004","1,537,639,828","449,777,891"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2005","1,487,346,265","1,128,467,542"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2006","2,630,523,650","1,492,918,351"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2007","3,210,680,799","1,278,963,395"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2008","3,494,161,738","965,568,753"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2009","2,183,465,110","701,383,537"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2010","1,895,517,271","699,989,876"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2011","1,833,941,150","779,396,475"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2012","2,024,624,803","832,950,762"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2013","1,875,674,028","1,000,765,270"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2014","1,654,568,310","863,978,823"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2015","230,980,865","132,332,674"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2016","59,664,177","50,166,186"
"Columbia-Snake, OR (District)","Total All Commodities","Asia - Other","2017 through February","5,915,491","875,106"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2003","144,120,512","55,980,051"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2004","146,552,554","71,614,150"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2005","248,226,041","103,727,526"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2006","272,753,851","75,755,866"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2007","416,181,446","85,332,608"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2008","266,145,832","99,894,297"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2009","502,446,199","95,727,040"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2010","114,578,762","38,297,475"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2011","122,246,078","24,708,124"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2012","137,472,563","27,470,658"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2013","123,484,896","31,787,462"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2014","178,644,169","37,461,165"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2015","71,236,772","10,907,933"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2016","36,391,910","86,245,863"
"Columbia-Snake, OR (District)","Total All Commodities","Europe","2017 through February","15,575,898","41,856,510"
"Astoria, OR (Port)","Total All Commodities","World Total","2003","243,622","21,027"
"Astoria, OR (Port)","Total All Commodities","World Total","2004","1,707,316","204,727"
"Astoria, OR (Port)","Total All Commodities","World Total","2005","378,718","91,717"
"Astoria, OR (Port)","Total All Commodities","World Total","2006","3,257,963","624,035"
"Astoria, OR (Port)","Total All Commodities","World Total","2007","2,373,200","483,503"
"Astoria, OR (Port)","Total All Commodities","World Total","2008","1,074,423","2,315,441"
"Astoria, OR (Port)","Total All Commodities","World Total","2009","197,045","17,452"
"Astoria, OR (Port)","Total All Commodities","World Total","2010","192,469","25,869"
"Astoria, OR (Port)","Total All Commodities","World Total","2011","487,609","78,748"
"Astoria, OR (Port)","Total All Commodities","World Total","2012","602,299","114,338"
"Astoria, OR (Port)","Total All Commodities","World Total","2013","1,538,096","495,662"
"Astoria, OR (Port)","Total All Commodities","World Total","2014","3,042,768","183,021"
"Astoria, OR (Port)","Total All Commodities","World Total","2015","3,281,815","58,904"
"Astoria, OR (Port)","Total All Commodities","World Total","2016","2,495,780","147,933"
"Astoria, OR (Port)","Total All Commodities","Asia","2003","227,151","9,772"
"Astoria, OR (Port)","Total All Commodities","Asia","2004","1,653,353","187,244"
"Astoria, OR (Port)","Total All Commodities","Asia","2005","359,885","50,117"
"Astoria, OR (Port)","Total All Commodities","Asia","2006","3,173,551","614,075"
"Astoria, OR (Port)","Total All Commodities","Asia","2007","2,299,418","451,884"
"Astoria, OR (Port)","Total All Commodities","Asia","2008","724,611","232,577"
"Astoria, OR (Port)","Total All Commodities","Asia","2009","197,045","17,452"
"Astoria, OR (Port)","Total All Commodities","Asia","2010","192,469","25,869"
"Astoria, OR (Port)","Total All Commodities","Asia","2011","487,609","78,748"
"Astoria, OR (Port)","Total All Commodities","Asia","2012","455,453","82,113"
"Astoria, OR (Port)","Total All Commodities","Asia","2013","1,422,656","493,128"
"Astoria, OR (Port)","Total All Commodities","Asia","2014","3,042,768","183,021"
"Astoria, OR (Port)","Total All Commodities","Asia","2015","922,228","37,048"
"Astoria, OR (Port)","Total All Commodities","Asia","2016","903,202","132,957"
"Astoria, OR (Port)","Total All Commodities","Asia - South","2004","192,285","18,890"
"Astoria, OR (Port)","Total All Commodities","Asia - South","2014","87,161","54,786"
"Astoria, OR (Port)","Total All Commodities","Asia - South","2016","89,276","4,074"
"Astoria, OR (Port)","Total All Commodities","Asia - Other","2003","227,151","9,772"
"Astoria, OR (Port)","Total All Commodities","Asia - Other","2004","1,461,068","168,354"
"Astoria, OR (Port)","Total All Commodities","Asia - Other","2005","359,885","50,117"
"Astoria, OR (Port)","Total All Commodities","Asia - Other","2006","3,173,551","614,075"
"Astoria, OR (Port)","Total All Commodities","Asia - Other","2007","2,299,418","451,884"
"Astoria, OR (Port)","Total All Commodities","Asia - Other","2008","724,611","232,577"
